Insee (Pheno!Mois!Insee);Mois Obs;CD REF (pheno!mois!insee);Nb Donnees
80222;6;249334;1
80713;5;248922;2
80713;5;86634;1
80248;4;190355;2
80806;6;248829;1
80713;2;4657;7
80631;9;141221;1
80688;7;245928;1
80228;1;967325;1
80806;9;5506;1
80713;4;249074;1
80333;9;187494;1
80665;8;248976;1
80580;6;444432;6
80109;9;87915;1
80808;4;119550;3
80221;6;132529;1
80222;7;729179;1
80087;1;121555;1
80200;6;133108;3
80688;3;459626;1
80713;3;2506;4
80713;1;2411;5
80496;6;4564;4
80833;9;718310;3
80716;9;103057;1
80806;8;96229;2
80087;4;4669;3
80631;4;4564;1
80200;3;115918;1
80804;5;132169;1
80688;6;249533;1
80665;3;85903;2
80832;6;95567;1
80486;5;96534;2
80713;4;61448;4
80688;1;61585;2
80222;1;92;2
80248;9;75323;5
80635;9;613532;1
80649;7;459628;1
80600;8;119585;1
80688;4;434466;2
80333;5;190679;1
80692;2;3764;3
80118;8;248995;1
80600;6;138136;2
80806;11;2517;1
80830;8;113893;1
80806;1;92876;4
80332;8;530157;1
80200;8;119473;1
80692;8;4001;1
80228;2;3161;3
80497;7;198902;2
80649;3;88349;1
80486;8;3901;1
80635;6;249476;1
80222;10;130953;1
80332;5;4172;2
80087;7;185291;1
80030;11;1958;3
80303;6;3696;5
80303;5;95933;1
80609;4;3676;1
80030;12;4494;1
80249;4;4657;3
80787;5;124412;1
80486;8;100787;2
80631;7;139;1
80333;9;189420;1
80281;8;100142;2
80486;7;239097;2
80830;9;2895;7
80637;5;104196;1
80228;5;2623;8
80333;10;187230;1
80688;1;109869;2
80806;7;122329;1
80249;8;196604;1
80635;4;3967;1
80486;8;103316;3
80244;9;109091;3
80590;9;82999;1
80118;7;117774;3
80665;6;247605;1
80109;1;119991;2
80649;3;60811;2
80333;6;95149;1
80332;3;247672;1
80228;6;113212;1
80692;8;125014;1
80598;9;4117;1
80631;9;141304;1
80333;12;4507;1
80635;5;117587;2
80228;4;127625;3
80248;10;192408;1
80228;1;88802;1
80333;7;10881;10
80713;12;3482;2
80635;6;718362;15
80688;1;103120;1
80228;1;119149;1
80637;3;194481;1
80486;5;886138;1
80025;4;249161;1
80609;5;4129;2
80331;5;141304;1
80692;9;534742;1
80222;1;718314;1
80501;7;3439;1
80486;1;81569;1
80333;5;108718;2
80713;8;610646;1
80200;8;248232;1
80248;6;91382;1
80030;3;61714;1
80009;8;112303;1
80109;9;107880;1
80649;1;109422;1
80462;1;92606;2
80713;11;2702;3
80228;9;683212;1
80830;6;3420;14
80590;8;119585;1
80580;8;434263;1
80649;8;92658;1
80665;5;120717;3
80713;9;195388;1
80637;8;79734;1
80590;10;4466;1
80087;3;1958;1
80497;4;259;1
80649;11;192728;1
80374;9;94207;1
80649;6;60249;1
80806;7;124798;3
80303;4;534742;3
80025;4;237974;1
80497;9;2623;1
80118;7;259;1
80713;8;4507;3
80649;1;117025;2
80030;5;1363;1
80333;6;128077;3
80486;7;249463;1
80501;7;91289;1
80118;7;112738;3
80637;9;152064;1
80087;1;113893;1
80303;6;96180;2
80688;2;95567;1
80633;7;718310;12
80574;9;124798;1
80665;7;247621;1
80590;8;80322;2
80222;3;248585;2
80688;7;249550;1
80713;7;10554;1
80147;9;718310;1
80688;5;3036;2
80600;1;194615;2
80222;3;999933;2
80244;6;88478;1
80637;3;189690;1
80830;3;4582;116
80806;4;100787;1
80713;5;4151;97
80118;8;137440;2
80250;9;11141;3
80649;6;248497;1
80713;8;117787;1
80649;9;2576;1
80713;6;104246;6
80332;1;199425;1
80649;9;249293;1
80333;9;94489;1
80333;6;248672;3
80371;6;2623;1
80486;8;3941;1
80030;3;2706;4
80830;3;2506;2
80713;3;889047;27
80692;7;60249;1
80598;7;237873;1
80222;5;88792;6
80228;9;127314;1
80637;3;3791;1
80087;7;103254;1
80806;3;3302;1
80633;6;190216;1
80332;1;103142;1
80228;10;2747;2
80303;8;123522;1
80333;6;102797;16
80333;7;237756;2
80713;11;32297;2
80713;6;249670;3
80248;5;99582;1
80787;5;125295;1
80333;5;85068;1
80327;1;3429;3
80665;6;248593;1
80665;8;197369;1
80222;6;100304;1
80649;3;107085;1
80716;9;103031;1
80649;5;73546;22
80713;5;3688;13
80486;8;717294;1
80599;10;141304;1
80396;1;994837;2
80649;6;126615;2
80303;12;2517;1
80333;5;81544;1
80600;7;534742;4
80333;6;248743;1
80649;7;96895;3
80713;4;2848;1
80688;4;5650;1
80649;5;4308;6
80713;12;60015;2
80649;6;249425;1
80244;7;103057;1
80598;8;791564;1
80688;4;3297;4
80496;5;54573;1
80806;10;61678;2
80228;1;1958;5
80649;4;129092;1
80244;6;238352;1
80649;12;3307;1
80600;1;4507;1
80477;5;134093;1
80787;11;238306;1
80250;6;79783;1
80374;9;123522;1
80649;8;61714;1
80333;4;5516;1
80486;8;3070;1
80009;8;127439;1
80600;7;197131;1
80804;5;4215;1
80649;8;459626;1
80548;9;115789;1
80333;9;4155;4
80332;6;159536;4
80087;8;247592;1
80574;9;91289;1
80631;9;113212;1
80808;4;3791;10
80222;5;107117;1
80637;8;249557;1
80333;7;125295;1
80462;5;113893;1
80222;3;132818;3
80631;7;85820;1
80332;6;248509;1
80688;7;107887;1
80228;12;3311;8
80200;8;103375;1
80599;9;2623;1
80497;3;4117;1
80637;7;92353;1
80486;1;117944;1
80713;8;249342;1
80228;3;2715;1
80633;5;124034;1
80806;2;4507;1
80462;5;121201;1
80633;5;211159;1
80087;8;100519;1
80713;3;4568;20
80332;5;3187;6
80371;9;122745;1
80167;8;249032;1
80228;1;194161;1
80496;6;113893;1
80713;6;198938;1
80228;9;112550;1
80331;10;3424;1
80599;10;92302;1
80222;6;24581;1
80665;9;113703;1
80501;7;119585;1
80688;2;534753;3
80600;3;11142;1
80167;9;125014;1
80486;7;249007;1
80713;11;46694;1
80303;5;239063;1
80331;5;119473;1
80688;6;249291;3
80222;7;249293;1
80167;4;141499;1
80222;5;4582;1
80087;4;433861;1
80633;6;95793;1
80118;8;88819;1
80331;10;61153;1
80303;5;4319;1
80087;5;103514;2
80637;7;3187;2
80580;1;3551;1
80713;10;3036;52
80804;7;247030;1
80649;5;113809;1
80665;6;718316;1
80649;9;610681;2
80228;1;117458;1
80025;1;96226;11
80332;6;128311;3
80486;1;4669;1
80371;1;61714;1
80688;4;4932;1
80333;7;3676;1
80222;6;60249;1
80635;6;140321;8
80688;6;3482;1
80537;10;718424;1
80580;4;115233;3
80333;1;3726;3
80713;10;657878;1
80290;9;86869;1
80688;7;113893;8
80332;9;11118;1
80590;11;3187;1
80631;9;91378;2
80501;6;2706;2
80222;12;61585;1
80250;4;952124;1
80303;9;88833;1
80371;9;87930;1
80688;1;115237;3
80713;6;104126;9
80333;9;106581;1
80649;7;120824;3
80118;6;117774;3
80250;10;31660;1
80713;6;86131;4
80580;3;4657;1
80589;6;84999;1
80477;3;4625;1
80333;6;12730;1
80580;8;239138;1
80688;6;159536;6
80713;6;233573;2
80228;5;102999;1
80228;11;4649;10
80228;6;116941;1
80599;10;112303;1
80222;8;88905;1
80333;12;259;1
80637;1;108361;1
80688;7;103316;2
80537;9;100310;1
80637;6;444440;3
80589;7;128169;2
80496;8;11142;2
80665;2;889056;1
80333;5;82922;3
80787;7;190443;1
80303;5;2679;7
80806;12;534752;3
80665;5;92353;1
80228;1;107440;3
80590;8;117201;2
80763;10;61153;1
80167;9;138901;1
80200;8;100225;2
80155;8;104903;1
80303;6;3187;3
80332;9;138634;5
80590;8;148252;1
80713;11;199194;1
80580;5;135306;1
80688;11;1998;1
80333;5;4035;3
80333;6;88477;13
80580;5;100394;10
80025;7;100394;2
80155;1;434238;1
80600;12;4466;1
80716;7;61425;1
80815;6;116392;1
80833;6;100225;1
80145;9;11141;1
80248;7;3764;3
80806;6;118073;1
80692;6;249069;1
80808;3;534742;5
80688;8;79908;1
80580;11;2440;1
80462;5;133076;1
80692;10;3302;2
80228;7;459478;8
80087;5;60731;1
80806;7;249116;3
80713;10;3967;114
80600;7;126276;3
80713;7;88794;1
80303;3;129632;1
80228;3;2506;2
80631;9;123522;1
80087;7;104173;2
80600;4;3070;19
80665;6;248922;1
80327;9;117353;1
80574;9;970955;1
80688;6;249525;1
80688;3;4564;102
80248;1;61057;1
80228;9;2508;2
80688;6;92658;2
80548;7;223091;1
80332;4;11115;1
80830;8;119550;1
80713;4;11141;1
80221;10;613496;1
80806;7;249074;6
80649;5;4319;1
80600;5;3039;5
80228;6;101221;2
80665;8;134346;2
80486;7;117766;2
80303;5;3165;1
80333;12;2818;2
80118;6;194288;1
80333;9;102671;1
80637;7;530157;1
80713;9;113893;2
80713;1;125023;1
80228;7;192097;1
80688;1;194847;2
80222;5;106918;1
80598;1;3603;5
80580;2;4516;1
80228;1;200585;2
80228;12;32535;1
80149;7;79783;2
80713;7;191524;1
80228;9;3764;22
80832;6;116759;1
80145;8;106213;1
80087;10;249626;1
80087;6;3059;4
80501;7;718303;1
80537;10;104502;1
80688;8;116012;1
80808;10;113904;4
80477;3;3424;2
80025;10;80140;1
80537;5;82757;1
80149;6;79783;2
80713;4;8760;1
80637;6;115527;1
80806;9;3896;1
80228;11;3733;1
80228;8;97346;1
80600;1;112355;1
80806;12;107085;3
80228;10;115258;1
80609;6;11110;1
80502;10;789026;1
80649;3;5426;1
80806;7;121823;1
80713;11;3764;98
80228;5;92864;1
80688;3;81569;2
80713;10;714463;1
80248;6;137096;1
80688;5;3293;1
80228;5;2522;2
80118;3;125238;1
80688;4;4257;18
80496;8;54628;1
80025;7;128956;2
80222;5;889047;1
80537;5;128956;1
80228;1;126276;1
80609;9;99373;1
80486;7;249109;2
80248;8;184926;1
80290;9;129666;1
80025;8;91382;1
80787;5;80037;1
80249;1;100142;1
80497;9;4525;1
80713;7;5356;1
80228;6;125014;1
80486;9;86869;5
80501;7;4501;1
80222;5;108698;7
80600;9;249408;1
80025;1;119471;4
80222;10;337320;1
80248;8;11115;1
80333;3;3978;6
80665;5;100225;1
80303;5;104340;4
80025;1;112355;1
80486;6;73574;3
80333;9;111289;1
80688;10;30114;1
80486;7;249144;1
80713;2;2818;2
80589;10;192690;1
80228;1;84524;1
80665;5;141304;2
80222;7;249074;1
80396;3;3187;2
80333;1;65145;1
80009;2;2669;1
80832;4;3511;1
80808;2;4516;10
80025;9;79770;1
80118;6;717574;1
80580;9;112745;1
80637;1;119533;1
80808;7;112745;2
80713;11;61678;1
80371;8;248668;1
80501;6;3424;1
80215;10;133346;1
80200;6;140321;1
80331;5;129087;1
80501;7;124261;1
80713;2;2584;44
80149;1;3059;3
80167;8;3302;3
80248;6;94164;2
80333;10;2808;8
80806;5;3803;4
80713;5;2586;108
80713;1;5520;2
80649;10;24321;1
80344;8;138623;1
80486;8;96534;2
80228;4;81856;1
80228;10;683212;1
80688;5;116012;1
80222;5;248998;1
80380;5;125469;1
80133;1;611652;1
80501;6;126628;1
80806;7;97452;1
80787;6;109750;1
80486;5;103772;1
80249;7;51886;1
80228;9;184888;4
80422;5;124261;1
80688;8;248011;1
80486;5;127692;1
80649;4;4564;51
80692;8;91289;2
80806;3;3511;2
80222;10;517085;2
80332;6;116392;2
80333;5;194322;2
80580;4;4669;1
80030;6;3943;1
80599;6;239097;1
80637;8;61448;1
80716;9;82018;1
80250;10;996277;1
80806;6;92876;1
80713;8;23196;2
80635;1;650917;1
80228;6;3106;5
80333;6;81569;1
80333;12;889047;14
80222;1;6505;1
80688;7;100394;2
80688;5;249074;1
80649;8;834;2
80580;5;119550;4
80303;6;4319;2
80635;8;98717;1
80332;7;4117;2
80344;4;115624;1
80248;10;76387;2
80222;8;108996;1
80496;7;132258;1
80688;7;249361;1
80649;6;95933;16
80228;1;80639;1
80763;5;3853;1
80290;9;190056;1
80665;8;84061;1
80332;6;187494;1
80371;5;4466;1
80637;8;60585;1
80477;5;98643;1
80333;5;80759;7
80713;7;3420;1
80087;4;4657;1
80600;12;534742;4
80248;6;107117;2
80332;5;107090;1
80688;1;191982;1
80808;8;138444;1
80806;1;889047;6
80501;1;112355;1
80486;9;115280;1
80333;6;3429;6
80548;3;3003;2
80830;4;530157;1
80763;5;121201;1
80688;4;718804;5
80248;8;248710;1
80713;10;2559;7
80087;5;100133;1
80590;9;129083;1
80333;10;124034;1
80331;7;247554;1
80600;6;83912;1
80228;6;107038;1
80633;3;60674;1
80580;1;81272;1
80589;10;107440;1
80600;10;81856;2
80688;6;5444;1
80332;10;2989;1
80665;6;249050;1
80600;8;140321;2
80806;1;82922;4
80833;9;122745;2
80496;7;4342;1
80713;10;3362;6
80222;10;51840;1
80806;1;104144;4
80486;5;129087;1
80496;5;107649;1
80147;8;3424;1
80688;4;115301;5
80118;8;134093;1
80303;1;3293;1
80149;7;114332;1
80649;6;198938;1
80333;6;1991;16
80250;8;4501;1
80030;11;2741;1
80248;9;212325;3
80030;7;141301;2
80713;7;91169;1
80222;9;190444;1
80633;10;2489;1
80250;10;32276;1
80025;4;4516;1
80600;1;128322;2
80635;7;4669;1
80222;5;96534;1
80599;10;79779;1
80692;7;4257;1
80688;6;111419;8
80281;1;81648;2
80713;9;198121;1
80631;9;80358;1
80713;4;249573;1
80580;8;83499;1
80486;6;117530;5
80806;8;249254;1
80806;6;114658;1
80333;5;116392;4
80333;6;610643;1
80635;9;197775;1
80149;8;2832;1
80327;10;2895;1
80815;1;3070;1
80486;8;99359;1
80808;10;128268;4
80281;12;11115;1
80580;6;248610;1
80249;8;100133;2
80598;5;248739;1
80600;6;96508;1
80333;5;8330;1
80303;9;113221;1
80665;5;14815;1
80787;4;1972;1
80327;9;196604;1
80501;10;79779;1
80806;6;36659;1
80633;11;3733;1
80244;7;94207;1
80692;11;4129;3
80333;8;2543;11
80215;10;127439;1
80486;1;129506;1
80808;3;95567;1
80580;8;5266;2
80486;10;5446;1
80228;7;3696;7
80633;9;530157;1
80830;6;4040;2
80832;7;3967;2
80497;3;3420;1
80713;9;2489;93
80600;6;4741;1
80806;1;2571;1
80118;7;159536;3
80830;4;98651;1
80303;2;4280;1
80228;5;128077;1
80145;8;124814;1
80486;5;4583;1
80200;8;247263;1
80333;7;116142;4
80371;8;249161;1
80332;8;184368;1
80713;6;3206;9
80025;8;104506;1
80665;8;80759;1
80333;5;109020;2
80692;4;104854;1
80806;7;248878;2
80250;5;39415;1
80635;7;141499;2
80228;6;249219;1
80713;1;612416;13
80713;9;193689;1
80537;5;113221;1
80815;6;248880;1
80688;7;115925;1
80806;12;88833;1
80200;7;124232;2
80804;7;123522;1
80649;12;3978;4
80025;7;107440;2
80118;1;89316;1
80806;8;2832;4
80589;10;92353;1
80248;6;185566;4
80688;5;91382;6
80228;10;4127;3
80167;4;101286;1
80580;1;259;4
80590;8;100052;2
80244;7;107038;2
80167;9;115865;1
80600;1;3482;1
80333;3;259;29
80600;4;95933;1
80332;3;73560;1
80249;1;60716;1
80486;9;118993;2
80331;6;3967;1
80713;4;1726;1
80109;12;2895;1
80649;5;2895;2
80815;5;3003;1
80600;6;81272;6
80665;6;248820;2
80228;6;249513;1
80332;4;4494;1
80501;10;107880;1
80637;5;117164;1
80713;9;69350;108
80649;6;2741;2
80590;8;115789;1
80580;8;119473;1
80665;9;525841;1
80599;12;534742;1
80688;3;281;9
80281;8;128175;1
80025;5;108027;5
80665;6;237862;1
80808;5;248878;1
80649;6;610646;2
80633;1;718348;1
80228;11;47557;1
80333;5;718362;5
80290;7;102671;1
80228;10;2702;12
80716;3;98651;1
80244;7;131840;1
80155;4;132818;1
80637;8;104144;1
80333;10;4308;5
80155;1;6267;1
80228;9;137440;1
80025;2;105966;1
80222;2;130953;3
80713;6;2660;3
80222;4;3941;2
80496;8;248088;1
80713;6;238041;1
80025;6;4657;1
80688;5;109150;2
80167;8;61057;1
80374;7;3943;1
80228;10;2844;3
80030;12;3070;4
80332;2;136654;1
80804;7;79278;2
80222;6;718664;1
80599;10;107072;1
80030;7;108996;1
80600;6;106499;6
80087;6;459478;3
80228;8;124798;1
80462;1;112355;1
80580;6;281;4
80548;6;4657;2
80637;6;81295;1
80250;11;38089;1
80333;2;60249;1
80833;9;96180;1
80808;7;124125;1
80665;5;194069;1
80149;11;23915;1
80477;7;189424;2
80713;7;717361;2
80222;6;3424;6
80333;7;88349;4
80688;7;249053;2
80006;9;129087;1
80228;7;139024;1
80665;3;116216;1
80716;9;11141;1
80228;5;121201;2
80713;8;135306;4
80637;1;110072;1
80600;12;1966;6
80249;7;184883;1
80763;5;98643;1
80025;7;108361;2
80649;3;92876;3
80692;6;137432;1
80333;6;249116;2
80486;4;73558;1
80244;9;107090;4
80633;5;5494;2
80633;9;4187;1
80333;9;121988;1
80222;4;115076;1
80637;8;248938;1
80250;1;37002;1
80787;12;1998;1
80688;7;247569;1
80598;5;112355;1
80633;7;2887;1
80248;5;132707;1
80713;10;3059;239
80109;1;194615;1
80331;3;98921;1
80249;9;3302;1
80118;7;104214;1
80486;5;3511;1
80599;10;128754;1
80688;4;191912;1
80716;1;99496;2
80716;10;60585;1
80332;7;234483;1
80333;4;3206;2
80600;8;94503;1
80303;8;3195;1
80806;4;137914;1
80806;12;117025;1
80118;6;92353;3
80713;1;4117;40
80600;3;4064;1
80133;6;249068;1
80333;6;199425;5
80486;6;134346;3
80806;10;4151;10
80344;5;94207;1
80590;4;129087;7
80222;7;3603;4
80649;6;132707;14
80631;7;4280;1
80290;7;116903;1
80486;3;4257;1
80332;8;192690;1
80600;7;88468;1
80222;4;249014;1
80331;5;108698;1
80332;1;103364;1
80228;7;718310;10
80600;6;3518;2
80303;6;189335;1
80713;6;104903;1
80600;7;139706;3
80600;1;87540;1
80327;9;138212;1
80806;7;248813;3
80497;6;248387;1
80303;6;194288;2
80600;6;84110;1
80787;5;90017;1
80806;4;3112;5
80633;7;210971;1
80713;12;3525;2
80250;4;2679;1
80332;6;1011337;1
80808;7;132258;1
80713;8;113893;2
80688;6;123471;2
80600;1;5093;2
80649;5;116012;2
80497;6;1015435;1
80688;7;91258;3
80649;5;95933;2
80806;7;249425;1
80600;6;4064;1
80222;8;103301;2
80806;12;3967;2
80222;5;6033;1
80248;9;657885;1
80333;1;125259;2
80332;7;4564;1
80228;1;91430;1
80200;6;88885;1
80635;6;248381;1
80149;1;107027;1
80649;10;534751;4
80600;5;627745;5
80030;6;108361;1
80832;7;3429;1
80763;5;95567;1
80333;9;99582;2
80149;8;3518;5
80637;4;3420;2
80221;10;117353;1
80222;10;200334;2
80200;4;3187;1
80228;2;3518;1
80155;1;5816;2
80713;3;3608;10
80692;7;2895;2
80030;9;2679;2
80635;8;248594;1
80333;9;249162;1
80332;4;786527;4
80332;6;122745;1
80222;10;234065;1
80806;5;61448;4
80332;10;887336;1
80806;1;4198;2
80633;6;249513;1
80248;6;76342;1
80713;1;444431;3
80649;6;91322;24
80303;7;91378;2
80815;1;5270;2
80422;5;434039;1
80688;8;129087;1
80497;4;2440;1
80580;1;105441;2
80649;5;4023;13
80248;6;192017;2
80087;6;249463;1
80665;5;124967;2
80149;7;788980;1
80290;6;238196;1
80497;3;116265;1
80221;10;120717;2
80713;1;133721;3
80149;1;534753;1
80087;11;3755;1
80713;5;248995;3
80665;8;249113;1
80830;8;92302;2
80649;5;88349;2
80580;6;103772;6
80228;7;100387;3
80250;1;36649;1
80222;9;4900;1
80025;8;112061;1
80637;8;248808;1
80649;6;247605;1
80118;1;108027;4
80486;1;112426;3
80713;9;528867;2
80228;8;249177;1
80422;5;125474;1
80631;9;115156;1
80497;7;90483;1
80087;1;4525;2
80688;9;4802;2
80333;4;2623;4
80713;8;189465;2
80830;5;459478;26
80145;8;5882;1
80025;8;127439;1
80713;8;249105;1
80133;3;224756;1
80649;7;90192;1
80574;5;109507;1
80333;6;435912;3
80806;6;3551;1
80486;8;2440;2
80633;6;718310;5
80580;7;718359;1
80290;9;249219;1
80133;9;94626;1
80228;8;714463;1
80228;3;836203;21
80332;7;107085;4
80808;9;2881;1
80497;4;1882;1
80787;5;87540;1
80371;9;1715;1
80462;10;3424;1
80250;6;90356;2
80133;7;61678;1
80497;7;120260;1
80030;6;4192;1
80716;1;80857;2
80030;7;115168;1
80133;6;459478;4
80025;7;104854;2
80688;7;247190;1
80290;7;100052;1
80228;8;4280;3
80713;4;193855;1
80600;7;95567;2
80222;5;1966;3
80713;10;1958;524
80815;5;132818;2
80167;10;237965;1
80303;6;128175;2
80333;6;248547;2
80649;1;128322;1
80580;4;1972;1
80716;5;4035;4
80333;5;3967;10
80331;5;104854;1
80496;3;99233;1
80713;3;4257;5
80030;8;4151;4
80600;8;121334;1
80649;7;3439;1
80025;1;434442;1
80303;11;11122;1
80477;7;112355;2
80496;8;248234;1
80806;12;3733;8
80692;8;134093;1
80808;8;93763;1
80787;1;126276;2
80244;9;125024;1
80580;6;2489;3
80716;9;108996;1
80688;3;94503;1
80249;5;239063;1
80688;11;4257;20
80600;2;1952;6
80649;5;109020;1
80486;8;140478;3
80600;1;4619;1
80806;5;248925;1
80580;6;116012;2
80228;8;103547;1
80006;9;90111;1
80009;7;92606;1
80590;8;104775;1
80228;1;106353;11
80333;5;1011337;3
80713;6;105431;2
80688;10;104145;1
80692;4;718362;1
80649;10;4001;3
80600;6;4280;12
80688;3;1958;8
80333;5;119948;2
80333;6;2669;1
80815;2;115865;1
80688;6;9546;1
80228;4;2437;1
80815;4;119977;1
80025;1;117096;2
80025;7;98865;2
80200;6;2623;1
80486;7;105817;2
80830;8;96508;1
80635;6;116012;6
80332;8;89200;2
80787;11;11141;1
80713;9;112745;3
80222;7;97452;2
80327;8;238071;1
80222;4;999933;28
80222;4;128938;18
80713;7;248830;1
80600;12;4583;1
80087;1;128924;1
80250;10;35281;1
80637;7;88478;1
80574;9;97609;1
80688;8;2623;2
80688;9;92353;3
80087;6;4280;2
80222;5;88905;1
80333;3;998;1
80380;8;123522;1
80589;10;106499;1
80244;9;3741;1
80590;8;80358;2
80688;5;117221;1
80649;3;91823;1
80344;5;92606;4
80580;8;85798;6
80600;7;197047;2
80149;7;139024;1
80497;7;97609;1
80713;1;3630;1
80228;6;119419;1
80333;5;99373;5
80637;8;190216;2
80244;5;114332;1
80248;9;653824;2
80333;6;88569;6
80333;12;2706;19
80787;7;128175;1
80688;8;249135;1
80688;6;88745;1
80332;7;249050;1
80228;1;193114;2
80637;8;79783;2
80633;7;248929;1
80303;1;117025;1
80649;5;134239;1
80713;5;2901;14
80713;5;142052;2
80580;8;119915;2
80222;6;140478;1
80200;8;128175;2
80222;3;132790;5
80147;9;5715;1
80200;8;122745;1
80030;5;4001;4
80633;8;87964;1
80649;5;199107;1
80806;7;248477;4
80637;8;82637;1
80649;11;2623;2
80815;5;96180;1
80808;10;3791;3
80290;9;152226;1
80688;1;5464;1
80713;4;4308;12
80333;1;4117;12
80713;1;1011337;8
80155;6;2989;1
80497;6;248938;1
80145;8;613532;1
80713;1;127546;2
80713;5;60249;2
80600;1;94273;2
80589;10;103316;2
80374;3;4117;1
80333;8;3112;8
80635;1;4583;2
80580;12;105441;4
80713;7;198163;1
80333;7;3293;17
80635;9;101210;1
80716;10;3696;1
80221;6;5826;1
80109;6;97141;1
80228;1;53668;1
80109;1;124034;1
80133;6;248401;1
80087;5;124261;1
80228;6;124080;1
80600;6;80243;1
80580;3;92;1
80598;7;93680;1
80590;9;143636;1
80713;4;4272;2
80637;8;133108;2
80649;7;142052;1
80228;8;125259;6
80222;7;444432;23
80025;8;87964;1
80222;7;197111;1
80109;9;6216;2
80303;4;87964;1
80486;8;94995;1
80665;3;3967;1
80713;7;81272;3
80808;8;141221;6
80222;9;249144;1
80600;5;3116;8
80344;4;98651;1
80713;9;128801;1
