Afficher Niveau;Afficher Niveau good;Classe;Famille;Gbif Id;Group1 Inpn;Group2 Inpn;Group3 Inpn;Nom Complet;Nom Valide;Nom Vern;Ordre;Phylum;Rang;Regne;Sous Famille;Tribu;URL;Url Inpn;Cd Nom;CD REF (taxonomie);Habitat
Araneae;Animalia;Arachnida;Lycosidae;2145815;Arthropodes;Arachnides;Araignées;Trochosa terricola Thorell, 1856;Trochosa terricola Thorell, 1856;Trochose terrassière;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/1941;https://inpn.mnhn.fr/espece/cd_nom/1941;1941;1941;3
Coleoptera;Animalia;Insecta;Cerambycidae;9128025;Arthropodes;Insectes;Coléoptères;Rhagium mordax (De Geer, 1775);Rhagium mordax (De Geer, 1775);Rhagie suspicieuse, Rhagie mordante;Coleoptera;Arthropoda;ES;Animalia;Lepturinae;Rhagiini;https://taxref.mnhn.fr/taxref-web/taxa/12207;https://inpn.mnhn.fr/espece/cd_nom/12207;12207;12207;3
Araneae;Animalia;Arachnida;Agelenidae;2139925;Arthropodes;Arachnides;Araignées;Tegenaria Latreille, 1804;Tegenaria Latreille, 1804;;Araneae;Arthropoda;GN;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/198254;;198254;198254;3
Hemiptera;Animalia;Insecta;Rhopalidae;4391875;Arthropodes;Insectes;Hémiptères;Corizus hyoscyami hyoscyami (Linnaeus, 1758);Corizus hyoscyami hyoscyami (Linnaeus, 1758);;Hemiptera;Arthropoda;SSES;Animalia;Rhopalinae;Rhopalini;https://taxref.mnhn.fr/taxref-web/taxa/252347;https://inpn.mnhn.fr/espece/cd_nom/252347;252347;252347;3
Hemiptera;Animalia;Insecta;Aphrophoridae;4482791;Arthropodes;Insectes;Hémiptères;Neophilaenus lineatus (Linnaeus, 1758);Neophilaenus lineatus (Linnaeus, 1758);;Hemiptera;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/51936;https://inpn.mnhn.fr/espece/cd_nom/51936;51936;51936;3
Coleoptera;Animalia;Insecta;Cerambycidae;5819538;Arthropodes;Insectes;Coléoptères;Leiopus nebulosus (Linnaeus, 1758);Leiopus nebulosus (Linnaeus, 1758);Capricorne nébuleux;Coleoptera;Arthropoda;ES;Animalia;Lamiinae;Acanthocinini;https://taxref.mnhn.fr/taxref-web/taxa/223074;https://inpn.mnhn.fr/espece/cd_nom/223074;223074;223074;3
Hemiptera;Animalia;Insecta;Saldidae;2069307;Arthropodes;Insectes;Hémiptères;Saldula pallipes (Fabricius, 1794);Saldula pallipes (Fabricius, 1794);;Hemiptera;Arthropoda;ES;Animalia;Saldinae;Saldoidini;https://taxref.mnhn.fr/taxref-web/taxa/51777;https://inpn.mnhn.fr/espece/cd_nom/51777;51777;51777;3
Hemiptera;Animalia;Insecta;Miridae;4488518;Arthropodes;Insectes;Hémiptères;Salicarus roseri (Herrich-Schäffer, 1838);Salicarus roseri (Herrich-Schäffer, 1838);;Hemiptera;Arthropoda;ES;Animalia;Phylinae;Phylini;https://taxref.mnhn.fr/taxref-web/taxa/237480;https://inpn.mnhn.fr/espece/cd_nom/237480;237480;237480;3
Opiliones;Animalia;Arachnida;Sclerosomatidae;4553482;Arthropodes;Arachnides;Opilions;Leiobunum blackwallii Meade, 1861;Leiobunum blackwallii Meade, 1861;;Opiliones;Arthropoda;ES;Animalia;Leiobuninae;;https://taxref.mnhn.fr/taxref-web/taxa/337352;https://inpn.mnhn.fr/espece/cd_nom/337352;337352;337352;3
Opiliones;Animalia;Arachnida;Phalangiidae;4553336;Arthropodes;Arachnides;Opilions;Paroligolophus agrestis (Meade, 1855);Paroligolophus agrestis (Meade, 1855);;Opiliones;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/337294;https://inpn.mnhn.fr/espece/cd_nom/337294;337294;337294;3
Diptera;Animalia;Insecta;Sciaridae;1486424;Arthropodes;Insectes;Diptères;Sciara Meigen, 1803;Sciara Meigen, 1803;;Diptera;Arthropoda;GN;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/197477;;197477;197477;
Coleoptera;Animalia;Insecta;Geotrupidae;1070869;Arthropodes;Insectes;Coléoptères;Trypocopris pyrenaeus (Charpentier, 1825);Trypocopris pyrenaeus (Charpentier, 1825);Bousier irisé, Géotrupe des Pyrénées;Coleoptera;Arthropoda;ES;Animalia;Geotrupinae;Geotrupini;https://taxref.mnhn.fr/taxref-web/taxa/200629;https://inpn.mnhn.fr/espece/cd_nom/200629;200629;200629;3
Lepidoptera;Animalia;Insecta;Lypusidae;4528593;Arthropodes;Insectes;Lépidoptères;Diurnea lipsiella (Denis & Schiffermüller, 1775);Diurnea lipsiella (Denis & Schiffermüller, 1775);;Lepidoptera;Arthropoda;ES;Animalia;Chimabachinae;;https://taxref.mnhn.fr/taxref-web/taxa/246171;https://inpn.mnhn.fr/espece/cd_nom/246171;246171;246171;3
Araneae;Animalia;Arachnida;Thomisidae;2164999;Arthropodes;Arachnides;Araignées;Xysticus C.L. Koch, 1835;Xysticus C.L. Koch, 1835;Xystique;Araneae;Arthropoda;GN;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/199101;;199101;199101;
Lepidoptera;Animalia;Insecta;Pyralidae;1872901;Arthropodes;Insectes;Lépidoptères;Pyralis farinalis (Linnaeus, 1758);Pyralis farinalis (Linnaeus, 1758);Asopie de la farine;Lepidoptera;Arthropoda;ES;Animalia;Pyralinae;Pyralini;https://taxref.mnhn.fr/taxref-web/taxa/248073;https://inpn.mnhn.fr/espece/cd_nom/248073;248073;248073;3
Opiliones;Animalia;Arachnida;Phalangiidae;4553358;Arthropodes;Arachnides;Opilions;Mitopus morio (Fabricius, 1779);Mitopus morio (Fabricius, 1779);;Opiliones;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/337312;https://inpn.mnhn.fr/espece/cd_nom/337312;337312;337312;3
Opiliones;Animalia;Arachnida;Nemastomatidae;8254648;Arthropodes;Arachnides;Opilions;Nemastoma bimaculatum (Fabricius, 1775);Nemastoma bimaculatum (Fabricius, 1775);;Opiliones;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/337113;https://inpn.mnhn.fr/espece/cd_nom/337113;337113;337113;3
Opiliones;Animalia;Arachnida;Phalangiidae;4553538;Arthropodes;Arachnides;Opilions;Oligolophus tridens (C.L. Koch, 1836);Oligolophus tridens (C.L. Koch, 1836);;Opiliones;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/829;https://inpn.mnhn.fr/espece/cd_nom/829;829;829;3
Coleoptera;Animalia;Insecta;Oedemeridae;9115310;Arthropodes;Insectes;Coléoptères;Oedemera Olivier, 1789;Oedemera Olivier, 1789;;Coleoptera;Arthropoda;GN;Animalia;Oedemerinae;Oedemerini;https://taxref.mnhn.fr/taxref-web/taxa/195380;;195380;195380;
Coleoptera;Animalia;Insecta;Carabidae;8169866;Arthropodes;Insectes;Coléoptères;Amara Bonelli, 1810;Amara Bonelli, 1810;;Coleoptera;Arthropoda;GN;Animalia;Harpalinae;Zabrini;https://taxref.mnhn.fr/taxref-web/taxa/189022;;189022;189022;3
Coleoptera;Animalia;Insecta;Carabidae;4480507;Arthropodes;Insectes;Coléoptères;Cicindela hybrida pseudoriparia Mandl, 1935;Cicindela hybrida pseudoriparia Mandl, 1935;;Coleoptera;Arthropoda;SSES;Animalia;Cicindelinae;Cicindelini;https://taxref.mnhn.fr/taxref-web/taxa/251454;https://inpn.mnhn.fr/espece/cd_nom/251454;251454;251454;3
Pseudoscorpiones;Animalia;Arachnida;Cheliferidae;2126861;Arthropodes;Arachnides;Pseudoscorpions;Dactylochelifer latreillii (Leach, 1817);Dactylochelifer latreillii (Leach, 1817);;Pseudoscorpiones;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/220195;https://inpn.mnhn.fr/espece/cd_nom/220195;220195;220195;3
Opiliones;Animalia;Arachnida;Sclerosomatidae;7554305;Arthropodes;Arachnides;Opilions;Liobunum blackwalli Meade, 1861;Leiobunum blackwallii Meade, 1861;;Opiliones;Arthropoda;ES;Animalia;Leiobuninae;;https://taxref.mnhn.fr/taxref-web/taxa/821;https://inpn.mnhn.fr/espece/cd_nom/821;821;337352;3
Araneae;Animalia;Arachnida;Salticidae;2171624;Arthropodes;Arachnides;Araignées;Attulus saltator (O. Pickard-Cambridge in Simon, 1869);Attulus saltator (O. Pickard-Cambridge in Simon, 1869);;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/2031;https://inpn.mnhn.fr/espece/cd_nom/2031;2031;2031;3
Araneae;Animalia;Arachnida;Lycosidae;2146408;Arthropodes;Arachnides;Araignées;Pardosa agrestis (Westring, 1861);Pardosa agrestis (Westring, 1861);;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/1926;https://inpn.mnhn.fr/espece/cd_nom/1926;1926;1926;3
Araneae;Animalia;Arachnida;Lycosidae;2147213;Arthropodes;Arachnides;Araignées;Arctosa lacustris (Simon, 1876);Arctosa lacustris (Simon, 1876);;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/1906;https://inpn.mnhn.fr/espece/cd_nom/1906;1906;1906;3
Araneae;Animalia;Arachnida;Philodromidae;;Arthropodes;Arachnides;Araignées;Philodromus fallax Sundevall, 1832;Rhysodromus fallax (Sundevall, 1832);;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/457385;https://inpn.mnhn.fr/espece/cd_nom/457385;457385;836838;3
Araneae;Animalia;Arachnida;Philodromidae;2148022;Arthropodes;Arachnides;Araignées;Thanatus striatus C.L. Koch, 1845;Thanatus striatus C.L. Koch, 1845;;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/1687;https://inpn.mnhn.fr/espece/cd_nom/1687;1687;1687;3
Araneae;Animalia;Arachnida;Salticidae;;Arthropodes;Arachnides;Araignées;Heliophanus flavipes (Hahn, 1831);Heliophanus flavipes (Hahn, 1832);;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/457404;https://inpn.mnhn.fr/espece/cd_nom/457404;457404;2092;3
Araneae;Animalia;Arachnida;Lycosidae;9168587;Arthropodes;Arachnides;Araignées;Lycosa miniata C.L. Koch, 1834;Xerolycosa miniata (C.L. Koch, 1834);;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/902702;https://inpn.mnhn.fr/espece/cd_nom/902702;902702;922;3
Araneae;Animalia;Arachnida;Lycosidae;8327349;Arthropodes;Arachnides;Araignées;Piratula hygrophila (Thorell, 1872);Piratula hygrophila (Thorell, 1872);;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/806894;https://inpn.mnhn.fr/espece/cd_nom/806894;806894;806894;3
Araneae;Animalia;Arachnida;Lycosidae;2146072;Arthropodes;Arachnides;Araignées;Pardosa prativaga (L. Koch, 1870);Pardosa prativaga (L. Koch, 1870);;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/457340;https://inpn.mnhn.fr/espece/cd_nom/457340;457340;457340;3
Araneae;Animalia;Arachnida;Gnaphosidae;2132428;Arthropodes;Arachnides;Araignées;Zelotes electus (C.L. Koch, 1839);Zelotes electus (C.L. Koch, 1839);;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/1201;https://inpn.mnhn.fr/espece/cd_nom/1201;1201;1201;3
Araneae;Animalia;Arachnida;Clubionidae;2143994;Arthropodes;Arachnides;Araignées;Clubiona lutescens Westring, 1851;Clubiona lutescens Westring, 1851;;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/1735;https://inpn.mnhn.fr/espece/cd_nom/1735;1735;1735;3
Araneae;Animalia;Arachnida;Theridiidae;2155761;Arthropodes;Arachnides;Araignées;Euryopis flavomaculata (C.L. Koch, 1836);Euryopis flavomaculata (C.L. Koch, 1836);;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/1271;https://inpn.mnhn.fr/espece/cd_nom/1271;1271;1271;3
Araneae;Animalia;Arachnida;Theridiidae;2157972;Arthropodes;Arachnides;Araignées;Lasaeola prona (Menge, 1868);Lasaeola prona (Menge, 1868);;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/457227;https://inpn.mnhn.fr/espece/cd_nom/457227;457227;457227;3
Araneae;Animalia;Arachnida;Linyphiidae;;Arthropodes;Arachnides;Araignées;Oreonetides vaginatus (Thorell, 1872);Oreonetides vaginatus (Thorell, 1872);;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/233692;https://inpn.mnhn.fr/espece/cd_nom/233692;233692;233692;3
Araneae;Animalia;Arachnida;Linyphiidae;2137898;Arthropodes;Arachnides;Araignées;Dicymbium nigrum (Blackwall, 1834);Dicymbium nigrum (Blackwall, 1834);;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/1442;https://inpn.mnhn.fr/espece/cd_nom/1442;1442;1442;3
Araneae;Animalia;Arachnida;Linyphiidae;2134165;Arthropodes;Arachnides;Araignées;Dismodicus bifrons (Blackwall, 1841);Dismodicus bifrons (Blackwall, 1841);;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/1407;https://inpn.mnhn.fr/espece/cd_nom/1407;1407;1407;3
Araneae;Animalia;Arachnida;Linyphiidae;2135191;Arthropodes;Arachnides;Araignées;Pocadicnemis pumila (Blackwall, 1841);Pocadicnemis pumila (Blackwall, 1841);;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/233735;https://inpn.mnhn.fr/espece/cd_nom/233735;233735;233735;3
Araneae;Animalia;Arachnida;Linyphiidae;5168403;Arthropodes;Arachnides;Araignées;Hypomma bituberculatum (Wider, 1834);Hypomma bituberculatum (Wider, 1834);;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/233592;https://inpn.mnhn.fr/espece/cd_nom/233592;233592;233592;3
Araneae;Animalia;Arachnida;Linyphiidae;2137109;Arthropodes;Arachnides;Araignées;Gongylidium rufipes (Linnaeus, 1758);Gongylidium rufipes (Linnaeus, 1758);;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/233582;https://inpn.mnhn.fr/espece/cd_nom/233582;233582;233582;3
Araneae;Animalia;Arachnida;Gnaphosidae;2133021;Arthropodes;Arachnides;Araignées;Drassyllus lutetianus (L. Koch, 1866);Drassyllus lutetianus (L. Koch, 1866);;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/233317;https://inpn.mnhn.fr/espece/cd_nom/233317;233317;233317;3
Araneae;Animalia;Arachnida;Gnaphosidae;2133633;Arthropodes;Arachnides;Araignées;Haplodrassus dalmatensis (L. Koch, 1866);Haplodrassus dalmatensis (L. Koch, 1866);;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/1184;https://inpn.mnhn.fr/espece/cd_nom/1184;1184;1184;3
Araneae;Animalia;Arachnida;Clubionidae;2144236;Arthropodes;Arachnides;Araignées;Clubiona terrestris Westring, 1851;Clubiona terrestris Westring, 1851;;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/1726;https://inpn.mnhn.fr/espece/cd_nom/1726;1726;1726;3
Araneae;Animalia;Arachnida;Cheiracanthiidae;2164128;Arthropodes;Arachnides;Araignées;Cheiracanthium virescens (Sundevall, 1833);Cheiracanthium virescens (Sundevall, 1833);;Araneae;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/233909;https://inpn.mnhn.fr/espece/cd_nom/233909;233909;233909;3
Diptera;Animalia;Insecta;Rhagionidae;;Arthropodes;Insectes;Diptères;Rhagio tringarius (Linnaeus, 1758);Rhagio tringarius (Linnaeus, 1758);;Diptera;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/22262;https://inpn.mnhn.fr/espece/cd_nom/22262;22262;22262;3
Araneae;Animalia;Arachnida;Araneidae;2159654;Arthropodes;Arachnides;Araignées;Zygiella F.O.P.-Cambridge, 1902;Zygiella F.O.P.-Cambridge, 1902;;Araneae;Arthropoda;GN;Animalia;Phonognathinae;;https://taxref.mnhn.fr/taxref-web/taxa/199167;;199167;199167;
Opiliones;Animalia;Arachnida;Phalangiidae;4553496;Arthropodes;Arachnides;Opilions;Opilio canestrinii (Thorell, 1876);Opilio canestrinii (Thorell, 1876);;Opiliones;Arthropoda;ES;Animalia;;;https://taxref.mnhn.fr/taxref-web/taxa/337240;https://inpn.mnhn.fr/espece/cd_nom/337240;337240;337240;3
Coleoptera;Animalia;Insecta;Scarabaeidae;;Arthropodes;Insectes;Coléoptères;Coprinae Leach, 1815;Coprinae Leach, 1815;;Coleoptera;Arthropoda;SBFM;Animalia;Coprinae;;https://taxref.mnhn.fr/taxref-web/taxa/812344;;812344;812344;7
Coleoptera;Animalia;Insecta;Curculionidae;1239608;Arthropodes;Insectes;Coléoptères;Rhinoncus pericarpius (Linnaeus, 1758);Rhinoncus pericarpius (Linnaeus, 1758);;Coleoptera;Arthropoda;ES;Animalia;Ceutorhynchinae;Phytobiini;https://taxref.mnhn.fr/taxref-web/taxa/242675;https://inpn.mnhn.fr/espece/cd_nom/242675;242675;242675;3
Coleoptera;Animalia;Insecta;Curculionidae;1184749;Arthropodes;Insectes;Coléoptères;Sibinia pellucens (Scopoli, 1772);Sibinia pellucens (Scopoli, 1772);;Coleoptera;Arthropoda;ES;Animalia;Curculioninae;Tychiini;https://taxref.mnhn.fr/taxref-web/taxa/15822;https://inpn.mnhn.fr/espece/cd_nom/15822;15822;15822;3
Coleoptera;Animalia;Insecta;Curculionidae;1196192;Arthropodes;Insectes;Coléoptères;Anthonomus rubi (Herbst, 1795);Anthonomus rubi (Herbst, 1795);;Coleoptera;Arthropoda;ES;Animalia;Curculioninae;Anthonomini;https://taxref.mnhn.fr/taxref-web/taxa/15718;https://inpn.mnhn.fr/espece/cd_nom/15718;15718;15718;3
Coleoptera;Animalia;Insecta;Curculionidae;1201568;Arthropodes;Insectes;Coléoptères;Xylocleptes bispinus (Duftschmid, 1825);Xylocleptes bispinus (Duftschmid, 1825);;Coleoptera;Arthropoda;ES;Animalia;Scolytinae;Dryocoetini;https://taxref.mnhn.fr/taxref-web/taxa/242267;https://inpn.mnhn.fr/espece/cd_nom/242267;242267;242267;3
Coleoptera;Animalia;Insecta;Curculionidae;1203137;Arthropodes;Insectes;Coléoptères;Nedyus quadrimaculatus (Linnaeus, 1758);Nedyus quadrimaculatus (Linnaeus, 1758);Charançon à bandes blanches;Coleoptera;Arthropoda;ES;Animalia;Ceutorhynchinae;Ceutorhynchini;https://taxref.mnhn.fr/taxref-web/taxa/14978;https://inpn.mnhn.fr/espece/cd_nom/14978;14978;14978;3
Coleoptera;Animalia;Insecta;Curculionidae;8625659;Arthropodes;Insectes;Coléoptères;Andrion regensteinense (Herbst, 1797);Andrion regensteinense (Herbst, 1797);;Coleoptera;Arthropoda;ES;Animalia;Entiminae;Sitonini;https://taxref.mnhn.fr/taxref-web/taxa/794964;https://inpn.mnhn.fr/espece/cd_nom/794964;794964;794964;3
Coleoptera;Animalia;Insecta;Curculionidae;4464091;Arthropodes;Insectes;Coléoptères;Parethelcus pollinarius (Forster, 1771);Parethelcus pollinarius (Forster, 1771);;Coleoptera;Arthropoda;ES;Animalia;Ceutorhynchinae;Ceutorhynchini;https://taxref.mnhn.fr/taxref-web/taxa/242681;https://inpn.mnhn.fr/espece/cd_nom/242681;242681;242681;3
Coleoptera;Animalia;Insecta;Carabidae;1035931;Arthropodes;Insectes;Coléoptères;Bembidion tetracolum Say, 1823;Bembidion tetracolum Say, 1823;;Coleoptera;Arthropoda;ES;Animalia;Trechinae;Bembidiini;https://taxref.mnhn.fr/taxref-web/taxa/780498;https://inpn.mnhn.fr/espece/cd_nom/780498;780498;780498;3
Coleoptera;Animalia;Insecta;Carabidae;4308801;Arthropodes;Insectes;Coléoptères;Bembidion maritimum (Stephens, 1839);Bembidion maritimum (Stephens, 1839);;Coleoptera;Arthropoda;ES;Animalia;Trechinae;Bembidiini;https://taxref.mnhn.fr/taxref-web/taxa/794291;https://inpn.mnhn.fr/espece/cd_nom/794291;794291;794291;3
Coleoptera;Animalia;Insecta;Carabidae;6097861;Arthropodes;Insectes;Coléoptères;Dyschirius nitidus (Dejean, 1825);Dyschirius nitidus (Dejean, 1825);;Coleoptera;Arthropoda;ES;Animalia;Scaritinae;Dyschiriini;https://taxref.mnhn.fr/taxref-web/taxa/8566;https://inpn.mnhn.fr/espece/cd_nom/8566;8566;8566;3
Coleoptera;Animalia;Insecta;Carabidae;5756374;Arthropodes;Insectes;Coléoptères;Pogonus chalceus (Marsham, 1802);Pogonus chalceus (Marsham, 1802);;Coleoptera;Arthropoda;ES;Animalia;Trechinae;Pogonini;https://taxref.mnhn.fr/taxref-web/taxa/8760;https://inpn.mnhn.fr/espece/cd_nom/8760;8760;8760;3
Coleoptera;Animalia;Insecta;Carabidae;6097892;Arthropodes;Insectes;Coléoptères;Bembidion normannum Dejean, 1831;Bembidion normannum Dejean, 1831;;Coleoptera;Arthropoda;ES;Animalia;Trechinae;Bembidiini;https://taxref.mnhn.fr/taxref-web/taxa/8607;https://inpn.mnhn.fr/espece/cd_nom/8607;8607;8607;3
Coleoptera;Animalia;Insecta;Chrysomelidae;4462742;Arthropodes;Insectes;Coléoptères;Crepidodera aurata (Marsham, 1802);Crepidodera aurata (Marsham, 1802);;Coleoptera;Arthropoda;ES;Animalia;Galerucinae;Alticini;https://taxref.mnhn.fr/taxref-web/taxa/12746;https://inpn.mnhn.fr/espece/cd_nom/12746;12746;12746;3
Coleoptera;Animalia;Insecta;Carabidae;4473795;Arthropodes;Insectes;Coléoptères;Nebria salina Fairmaire & Laboulbène, 1854;Nebria salina Fairmaire & Laboulbène, 1854;;Coleoptera;Arthropoda;ES;Animalia;Nebriinae;Nebriini;https://taxref.mnhn.fr/taxref-web/taxa/8520;https://inpn.mnhn.fr/espece/cd_nom/8520;8520;8520;3
Coleoptera;Animalia;Insecta;Carabidae;5716411;Arthropodes;Insectes;Coléoptères;Pogonus littoralis (Duftschmid, 1812);Pogonus littoralis (Duftschmid, 1812);;Coleoptera;Arthropoda;ES;Animalia;Trechinae;Pogonini;https://taxref.mnhn.fr/taxref-web/taxa/8763;https://inpn.mnhn.fr/espece/cd_nom/8763;8763;8763;3
Coleoptera;Animalia;Insecta;Scarabaeidae;;Arthropodes;Insectes;Coléoptères;Aphodius (Aphodius) foetidus;Aphodius foetidus (Herbst, 1783);;Coleoptera;Arthropoda;ES;Animalia;Aphodiinae;Aphodiini;https://taxref.mnhn.fr/taxref-web/taxa/10664;https://inpn.mnhn.fr/espece/cd_nom/10664;10664;10663;3
Coleoptera;Animalia;Insecta;Scarabaeidae;;Arthropodes;Insectes;Coléoptères;Onthophagus similis Mulsant, 1842;Onthophagus vacca (Linnaeus, 1767);Onthophage vacca;Coleoptera;Arthropoda;ES;Animalia;Scarabaeinae;Onthophagini;https://taxref.mnhn.fr/taxref-web/taxa/405069;https://inpn.mnhn.fr/espece/cd_nom/405069;405069;10864;3
Coleoptera;Animalia;Insecta;Carabidae;1035185;Arthropodes;Insectes;Coléoptères;Amara aenea (De Geer, 1774);Amara aenea (De Geer, 1774);Amare bronzée;Coleoptera;Arthropoda;ES;Animalia;Harpalinae;Zabrini;https://taxref.mnhn.fr/taxref-web/taxa/9192;https://inpn.mnhn.fr/espece/cd_nom/9192;9192;9192;3
Coleoptera;Animalia;Insecta;Carabidae;1035195;Arthropodes;Insectes;Coléoptères;Amara familiaris (Duftschmid, 1812);Amara familiaris (Duftschmid, 1812);;Coleoptera;Arthropoda;ES;Animalia;Harpalinae;Zabrini;https://taxref.mnhn.fr/taxref-web/taxa/9204;https://inpn.mnhn.fr/espece/cd_nom/9204;9204;9204;3
Coleoptera;Animalia;Insecta;Chrysomelidae;5752068;Arthropodes;Insectes;Coléoptères;Galeruca pomonae (Scopoli, 1763);Galeruca pomonae (Scopoli, 1763);;Coleoptera;Arthropoda;ES;Animalia;Galerucinae;Galerucini;https://taxref.mnhn.fr/taxref-web/taxa/12713;https://inpn.mnhn.fr/espece/cd_nom/12713;12713;12713;3
Coleoptera;Animalia;Insecta;Carabidae;4472907;Arthropodes;Insectes;Coléoptères;Amara spreta Dejean, 1831;Amara spreta Dejean, 1831;;Coleoptera;Arthropoda;ES;Animalia;Harpalinae;Zabrini;https://taxref.mnhn.fr/taxref-web/taxa/222631;https://inpn.mnhn.fr/espece/cd_nom/222631;222631;222631;3
Coleoptera;Animalia;Insecta;Scarabaeidae;1067209;Arthropodes;Insectes;Coléoptères;Trichonotulus scrofa (Fabricius, 1787);Trichonotulus scrofa (Fabricius, 1787);;Coleoptera;Arthropoda;ES;Animalia;Aphodiinae;Aphodiini;https://taxref.mnhn.fr/taxref-web/taxa/200608;https://inpn.mnhn.fr/espece/cd_nom/200608;200608;200608;3
